Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
12079-MAH,Female,73,Yes,Maharashtra,2,4,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9000015258789,260.8999938964844,0.0,0,8.9399995803833,269.8399963378906,Churned,Price,Price too high,1
12118-TAM,Female,23,No,Tamil Nadu,7,3,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.55000305175781,5084.64990234375,0.0,0,407.69000244140625,5492.33984375,Churned,Competitor,Competitor offered more data,1
12136-RAJ,Female,25,Yes,Rajasthan,2,35,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.899999618530273,19.899999618530273,0.0,0,11.829999923706055,31.729999542236328,Joined,,,1
12149-JAM,Female,66,Yes,Jammu & Kashmir,7,26,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0.0,0,184.39999389648438,638.1500244140625,Churned,Competitor,Competitor made better offer,1
12170-AND,Female,38,Yes,Andhra Pradesh,15,2,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625.0,18.389999389648438,80,368.9700012207031,2055.580078125,Churned,Other,Don't know,1
12236-BIH,Female,34,Yes,Bihar,5,11,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85.30000305175781,420.45001220703125,0.0,10,228.6999969482422,659.1500244140625,Stayed,Others,Others,1
12257-ASS,Female,39,No,Assam,9,1,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.549999237060547,19.549999237060547,0.0,0,10.199999809265137,29.75,Joined,,,1
12281-RAJ,Male,80,No,Rajasthan,14,25,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.0999984741211,864.8499755859375,0.0,0,194.25999450683594,1059.1099853515625,Stayed,Others,Others,1
12340-DEL,Female,51,Yes,Delhi,0,10,,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,62.79999923706055,62.79999923706055,0.0,0,42.189998626708984,104.98999786376953,Joined,,,1
12345-TEL,Female,71,Yes,Telangana,9,34,,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,1233.6500244140625,48.09000015258789,0,412.1000061035156,1597.6600341796875,Churned,Competitor,Competitor had better devices,1
12370-JAM,Female,49,Yes,Jammu & Kashmir,2,29,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.94999694824219,381.29998779296875,0.0,0,16.559999465942383,397.8599853515625,Churned,Competitor,Competitor made better offer,1
12443-AND,Female,48,Yes,Andhra Pradesh,15,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-7.0,80.1500015258789,0.0,0,4.670000076293945,84.81999969482422,Churned,Attitude,Attitude of support person,1
12469-AND,Male,24,Yes,Andhra Pradesh,11,4,,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,55.29999923706055,55.29999923706055,0.0,0,36.689998626708984,91.98999786376953,Joined,,,1
12490-TEL,Female,52,No,Telangana,9,6,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.75,238.10000610351562,38.84000015258789,0,37.5,236.75999450683594,Joined,,,1
12505-GUJ,Male,29,No,Gujarat,0,7,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.6500015258789,167.3000030517578,0.0,0,33.52000045776367,200.82000732421875,Churned,Dissatisfaction,Limited range of services,1
12528-JAM,Female,71,No,Jammu & Kashmir,14,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,573.75,0.0,0,287.3999938964844,861.1500244140625,Churned,Competitor,Competitor made better offer,1
12545-ASS,Female,38,Yes,Assam,13,33,Deal 5,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6500015258789,521.0999755859375,28.350000381469727,0,341.739990234375,834.489990234375,Churned,Competitor,Competitor made better offer,1
12645-MAH,Female,23,Yes,Maharashtra,8,4,,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.19999694824219,1742.75,0.0,0,288.4200134277344,2031.1700439453125,Churned,Dissatisfaction,Product dissatisfaction,1
12690-TAM,Female,54,No,Tamil Nadu,10,35,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.19999694824219,1046.0999755859375,7.389999866485596,120,153.0,1311.7099609375,Churned,Price,Price too high,1
12736-ASS,Female,62,No,Assam,10,3,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.3499984741211,69.3499984741211,0.0,0,22.030000686645508,91.37999725341797,Churned,Attitude,Attitude of service provider,1
12808-MAH,Male,70,Yes,Maharashtra,4,9,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.80000305175781,2660.199951171875,0.0,0,912.5,3572.699951171875,Churned,Price,Price too high,1
12814-JHA,Female,62,Yes,Jharkhand,13,10,,Yes,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.150001525878906,2319.800048828125,0.0,0,1891.800048828125,4211.60009765625,Churned,Attitude,Attitude of service provider,1
12842-TAM,Female,26,Yes,Tamil Nadu,11,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.1500015258789,385.8999938964844,0.0,0,38.2400016784668,424.1400146484375,Churned,Competitor,Competitor had better devices,1
13005-HAR,Male,69,No,Haryana,2,14,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.44999694824219,5224.35009765625,0.0,140,3008.93994140625,8373.2900390625,Churned,Attitude,Attitude of support person,1
13006-WES,Female,36,No,West Bengal,0,24,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.75,5769.60009765625,18.719999313354492,0,3206.449951171875,8957.330078125,Churned,Dissatisfaction,Network reliability,1
13058-MAD,Female,58,No,Madhya Pradesh,13,22,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,46.099998474121094,130.14999389648438,0.0,0,7.980000019073486,138.1300048828125,Joined,,,1
13086-KAR,Female,29,No,Karnataka,14,20,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.099998474121094,45.099998474121094,0.0,0,11.0600004196167,56.15999984741211,Churned,Other,Don't know,1
13123-BIH,Female,46,No,Bihar,13,18,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.19999694824219,198.5,0.0,10,45.119998931884766,253.6199951171875,Joined,,,1
13179-MAD,Male,80,Yes,Madhya Pradesh,8,24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.25,560.5999755859375,0.0,0,284.1000061035156,844.7000122070312,Churned,Attitude,Attitude of support person,1
13183-JAM,Female,70,No,Jammu & Kashmir,5,24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.14990234375,0.0,0,461.5,2657.64990234375,Churned,Competitor,Competitor had better devices,1
13194-UTT,Female,48,No,Uttarakhand,10,36,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,115.6500015258789,7968.85009765625,0.0,10,1201.9000244140625,9180.75,Churned,Dissatisfaction,Product dissatisfaction,1
13300-KAR,Female,52,No,Karnataka,2,11,Deal 1,No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.20000076293945,3937.449951171875,0.0,0,0.0,3937.449951171875,Churned,Competitor,Competitor offered more data,1
13318-AND,Male,45,No,Andhra Pradesh,11,25,Deal 5,No,,Yes,DSL,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.350000381469727,31.350000381469727,0.0,80,0.0,111.3499984741211,Churned,Attitude,Attitude of service provider,1
13495-BIH,Male,70,Yes,Bihar,5,4,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55000305175781,1422.6500244140625,0.0,0,89.63999938964844,1512.2900390625,Churned,Attitude,Attitude of support person,1
13542-UTT,Male,71,Yes,Uttar Pradesh,11,20,,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.19999694824219,6851.64990234375,0.0,0,1450.43994140625,8302.08984375,Churned,Competitor,Competitor offered more data,1
13561-JHA,Male,52,No,Jharkhand,6,7,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.29999923706055,45.29999923706055,0.0,0,34.369998931884766,79.66999816894531,Churned,Dissatisfaction,Poor expertise of online support,1
13621-JAM,Male,67,No,Jammu & Kashmir,4,8,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1500015258789,2277.64990234375,0.0,0,236.33999633789062,2513.989990234375,Churned,Other,Don't know,1
13654-BIH,Female,33,No,Bihar,10,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.0,1301.699951171875,0.0,0,313.82000732421875,1615.52001953125,Churned,Price,Lack of affordable download/upload speed,1
13664-TAM,Female,44,Yes,Tamil Nadu,5,31,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,79.25,0.0,0,19.979999542236328,99.2300033569336,Churned,Dissatisfaction,Service dissatisfaction,1
13666-UTT,Male,57,Yes,Uttarakhand,15,16,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.4000015258789,293.1499938964844,0.0,0,51.029998779296875,344.17999267578125,Joined,,,1
13685-PUN,Male,25,Yes,Punjab,5,21,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.05000305175781,3480.0,0.0,20,785.0599975585938,4285.06005859375,Churned,Dissatisfaction,Poor expertise of online support,1
13703-TEL,Male,36,Yes,Telangana,5,20,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,438.0,0.0,0,127.37999725341797,565.3800048828125,Churned,Dissatisfaction,Product dissatisfaction,1
13744-AND,Female,41,Yes,Andhra Pradesh,8,3,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.649999618530273,19.649999618530273,0.0,0,13.850000381469727,33.5,Joined,,,1
13745-UTT,Female,38,Yes,Uttar Pradesh,0,29,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.5,68.5,0.0,0,30.6200008392334,99.12000274658203,Churned,Competitor,Competitor offered more data,1
13793-WES,Female,26,Yes,West Bengal,10,2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.1500015258789,5743.0498046875,0.0,0,583.5499877929688,6326.60009765625,Churned,Competitor,Competitor had better devices,1
13823-TEL,Female,31,Yes,Telangana,1,28,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.5,46.400001525878906,0.0,0,0.0,46.400001525878906,Joined,,,1
13829-PUN,Female,34,Yes,Punjab,12,26,,No,,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,30.5,0.0,0,0.0,30.5,Churned,Attitude,Attitude of service provider,1
13946-HAR,Female,41,Yes,Haryana,1,3,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.649999618530273,19.649999618530273,0.0,0,23.670000076293945,43.31999969482422,Joined,,,1
13973-WES,Female,66,Yes,West Bengal,2,11,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05000305175781,3444.85009765625,0.0,0,230.0,3674.85009765625,Churned,Dissatisfaction,Poor expertise of online support,1
14010-GUJ,Female,30,No,Gujarat,9,26,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,2369.050048828125,19.5,0,1210.5,3560.050048828125,Churned,Competitor,Competitor offered more data,1
14078-MAH,Female,28,Yes,Maharashtra,6,18,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.850000381469727,63.75,0.0,0,77.25,141.0,Churned,Price,Long distance charges,1
14158-MAH,Male,60,No,Maharashtra,9,33,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,58.900001525878906,0.0,0,0.0,58.900001525878906,Churned,Competitor,Competitor had better devices,1
14178-MAH,Male,82,Yes,Maharashtra,0,7,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,3436.10009765625,0.0,0,597.9600219726562,4034.06005859375,Churned,Price,Lack of affordable download/upload speed,1
14268-UTT,Male,68,Yes,Uttar Pradesh,7,18,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,86.0,0.0,0,28.81999969482422,114.81999969482422,Churned,Competitor,Competitor made better offer,1
14277-GUJ,Female,33,Yes,Gujarat,14,1,,Yes,No,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,88.9000015258789,454.1499938964844,0.0,0,207.85000610351562,662.0,Churned,Competitor,Competitor offered higher download speeds,1
14291-PUN,Female,40,No,Punjab,6,33,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.400001525878906,44.400001525878906,0.0,0,32.439998626708984,76.83999633789062,Churned,Competitor,Competitor had better devices,1
14319-TAM,Male,69,Yes,Tamil Nadu,13,15,Deal 5,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.79999923706055,55.79999923706055,0.0,0,26.219999313354492,82.0199966430664,Churned,Dissatisfaction,Service dissatisfaction,1
14373-RAJ,Male,69,Yes,Rajasthan,4,31,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,80.8499984741211,80.8499984741211,0.0,0,14.90999984741211,95.76000213623047,Churned,Competitor,Competitor had better devices,1
14446-JAM,Female,73,Yes,Jammu & Kashmir,13,32,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3499984741211,334.79998779296875,0.0,0,228.8000030517578,563.5999755859375,Churned,Dissatisfaction,Product dissatisfaction,1
14567-TAM,Male,43,No,Tamil Nadu,1,9,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.350000381469727,20.350000381469727,0.0,0,44.09000015258789,64.44000244140625,Joined,,,1
14583-DEL,Female,33,Yes,Delhi,6,24,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.6500015258789,1244.5,0.0,0,221.25999450683594,1465.760009765625,Churned,Competitor,Competitor made better offer,1
14654-MAH,Female,66,Yes,Maharashtra,2,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55000305175781,622.9000244140625,33.25,0,158.0399932861328,747.6900024414062,Churned,Competitor,Competitor had better devices,1
14658-RAJ,Female,65,No,Rajasthan,12,24,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55000305175781,1329.1500244140625,0.0,0,384.3699951171875,1713.52001953125,Stayed,Others,Others,1
14698-PUN,Male,25,No,Punjab,4,13,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9000015258789,89.9000015258789,0.0,0,32.849998474121094,122.75,Churned,Other,Don't know,1
14706-TAM,Female,53,No,Tamil Nadu,13,13,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.94999694824219,529.5,0.0,0,247.94000244140625,777.4400024414062,Churned,Dissatisfaction,Poor expertise of online support,1
14750-KAR,Female,77,Yes,Karnataka,15,31,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.0999984741211,713.5999755859375,0.0,0,312.0799865722656,1025.6800537109375,Stayed,Others,Others,1
14769-GUJ,Female,59,Yes,Gujarat,13,31,,No,,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.850000381469727,75.5999984741211,0.0,0,0.0,75.5999984741211,Churned,Other,Don't know,1
14782-AND,Female,21,Yes,Andhra Pradesh,3,10,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.549999237060547,20.549999237060547,0.0,0,37.91999816894531,58.470001220703125,Churned,Attitude,Attitude of support person,1
14825-WES,Male,48,Yes,West Bengal,12,17,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.3499984741211,4338.60009765625,0.0,90,2502.760009765625,6931.35986328125,Churned,Attitude,Attitude of support person,1
14850-PUN,Female,37,No,Punjab,7,15,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8499984741211,1776.949951171875,0.0,0,656.8200073242188,2433.77001953125,Churned,Dissatisfaction,Product dissatisfaction,1
14871-KER,Male,30,No,Kerala,6,34,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.25,1483.25,0.0,140,327.0400085449219,1950.2900390625,Churned,Competitor,Competitor offered higher download speeds,1
14941-MAH,Female,43,Yes,Maharashtra,2,30,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.6500244140625,48.25,0,436.0199890136719,1499.4200439453125,Churned,Competitor,Competitor had better devices,1
14952-DEL,Male,82,No,Delhi,10,33,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.1499938964844,2417.89990234375,Churned,Competitor,Competitor made better offer,1
15010-KER,Female,39,Yes,Kerala,10,30,,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,96.44999694824219,0.0,30,34.5,160.9499969482422,Churned,Competitor,Competitor had better devices,1
